"strain","stack","cell","Ede1","nuages","bg","dataset"
"MKY0172","01","Cell01","FL","0","wt","1"
"MKY0172","01","Cell02","FL","0","wt","1"
"MKY0172","01","Cell03","FL","0","wt","1"
"MKY0172","01","Cell04","FL","0","wt","1"
"MKY0172","02","Cell01","FL","0","wt","1"
"MKY0172","02","Cell02","FL","0","wt","1"
"MKY0172","02","Cell03","FL","0","wt","1"
"MKY0172","02","Cell04","FL","0","wt","1"
"MKY0172","02","Cell05","FL","0","wt","1"
"MKY0172","02","Cell06","FL","0","wt","1"
"MKY0172","03","Cell01","FL","0","wt","1"
"MKY0172","03","Cell02","FL","0","wt","1"
"MKY0172","03","Cell03","FL","0","wt","1"
"MKY0172","03","Cell04","FL","0","wt","1"
"MKY0172","03","Cell05","FL","0","wt","1"
"MKY0172","03","Cell06","FL","0","wt","1"
"MKY0172","03","Cell07","FL","0","wt","1"
"MKY0172","04","Cell01","FL","0","wt","1"
"MKY0172","04","Cell02","FL","0","wt","1"
"MKY0172","04","Cell03","FL","0","wt","1"
"MKY0172","04","Cell04","FL","0","wt","1"
"MKY0172","04","Cell05","FL","0","wt","1"
"MKY0172","04","Cell06","FL","0","wt","1"
"MKY0172","04","Cell07","FL","0","wt","1"
"MKY0172","04","Cell08","FL","0","wt","1"
"MKY0172","04","Cell09","FL","0","wt","1"
"MKY0172","04","Cell10","FL","0","wt","1"
"MKY0172","04","Cell11","FL","0","wt","1"
"MKY0172","05","Cell01","FL","0","wt","1"
"MKY0172","05","Cell02","FL","0","wt","1"
"MKY0172","05","Cell03","FL","0","wt","1"
"MKY0172","05","Cell04","FL","0","wt","1"
"MKY0172","05","Cell05","FL","0","wt","1"
"MKY0172","05","Cell06","FL","0","wt","1"
"MKY0172","05","Cell07","FL","0","wt","1"
"MKY0172","05","Cell08","FL","0","wt","1"
"MKY0172","05","Cell09","FL","0","wt","1"
"MKY0532","01","Cell01","FL","1","3×ΔEA","1"
"MKY0532","01","Cell02","FL","1","3×ΔEA","1"
"MKY0532","01","Cell03","FL","1","3×ΔEA","1"
"MKY0532","01","Cell04","FL","1","3×ΔEA","1"
"MKY0532","01","Cell05","FL","1","3×ΔEA","1"
"MKY0532","01","Cell06","FL","1","3×ΔEA","1"
"MKY0532","01","Cell07","FL","1","3×ΔEA","1"
"MKY0532","01","Cell08","FL","1","3×ΔEA","1"
"MKY0532","01","Cell09","FL","1","3×ΔEA","1"
"MKY0532","01","Cell10","FL","1","3×ΔEA","1"
"MKY0532","02","Cell01","FL","1","3×ΔEA","1"
"MKY0532","02","Cell02","FL","1","3×ΔEA","1"
"MKY0532","02","Cell03","FL","1","3×ΔEA","1"
"MKY0532","02","Cell04","FL","1","3×ΔEA","1"
"MKY0532","02","Cell05","FL","1","3×ΔEA","1"
"MKY0532","02","Cell06","FL","1","3×ΔEA","1"
"MKY0532","02","Cell07","FL","1","3×ΔEA","1"
"MKY0532","02","Cell08","FL","1","3×ΔEA","1"
"MKY0532","03","Cell01","FL","1","3×ΔEA","1"
"MKY0532","03","Cell02","FL","1","3×ΔEA","1"
"MKY0532","03","Cell03","FL","1","3×ΔEA","1"
"MKY0532","03","Cell04","FL","1","3×ΔEA","1"
"MKY0532","03","Cell05","FL","1","3×ΔEA","1"
"MKY0532","03","Cell06","FL","1","3×ΔEA","1"
"MKY0532","03","Cell07","FL","1","3×ΔEA","1"
"MKY0532","04","Cell01","FL","1","3×ΔEA","1"
"MKY0532","04","Cell02","FL","1","3×ΔEA","1"
"MKY0532","04","Cell03","FL","1","3×ΔEA","1"
"MKY0532","04","Cell04","FL","1","3×ΔEA","1"
"MKY0532","04","Cell05","FL","1","3×ΔEA","1"
"MKY0532","04","Cell06","FL","1","3×ΔEA","1"
"MKY0532","04","Cell07","FL","1","3×ΔEA","1"
"MKY0532","05","Cell01","FL","1","3×ΔEA","1"
"MKY0532","05","Cell02","FL","1","3×ΔEA","1"
"MKY0532","05","Cell03","FL","1","3×ΔEA","1"
"MKY0532","05","Cell04","FL","1","3×ΔEA","1"
"MKY0532","05","Cell05","FL","1","3×ΔEA","1"
"MKY0532","05","Cell06","FL","1","3×ΔEA","1"
"MKY0532","05","Cell07","FL","1","3×ΔEA","1"
"MKY0532","05","Cell08","FL","1","3×ΔEA","1"
"MKY0532","05","Cell09","FL","1","3×ΔEA","1"
"MKY0532","05","Cell10","FL","1","3×ΔEA","1"
"MKY3519","01","Cell01","1-590","0","3×ΔEA","1"
"MKY3519","01","Cell02","1-590","0","3×ΔEA","1"
"MKY3519","01","Cell03","1-590","0","3×ΔEA","1"
"MKY3519","01","Cell04","1-590","0","3×ΔEA","1"
"MKY3519","01","Cell05","1-590","0","3×ΔEA","1"
"MKY3519","01","Cell06","1-590","0","3×ΔEA","1"
"MKY3519","01","Cell07","1-590","0","3×ΔEA","1"
"MKY3519","01","Cell08","1-590","0","3×ΔEA","1"
"MKY3519","01","Cell09","1-590","0","3×ΔEA","1"
"MKY3519","01","Cell10","1-590","0","3×ΔEA","1"
"MKY3519","01","Cell11","1-590","0","3×ΔEA","1"
"MKY3519","02","Cell01","1-590","0","3×ΔEA","1"
"MKY3519","02","Cell02","1-590","0","3×ΔEA","1"
"MKY3519","02","Cell03","1-590","0","3×ΔEA","1"
"MKY3519","02","Cell04","1-590","0","3×ΔEA","1"
"MKY3519","02","Cell05","1-590","0","3×ΔEA","1"
"MKY3519","02","Cell06","1-590","0","3×ΔEA","1"
"MKY3519","02","Cell07","1-590","0","3×ΔEA","1"
"MKY3519","03","Cell01","1-590","0","3×ΔEA","1"
"MKY3519","03","Cell02","1-590","0","3×ΔEA","1"
"MKY3519","03","Cell03","1-590","0","3×ΔEA","1"
"MKY3519","03","Cell04","1-590","0","3×ΔEA","1"
"MKY3519","03","Cell05","1-590","0","3×ΔEA","1"
"MKY3519","03","Cell06","1-590","0","3×ΔEA","1"
"MKY3519","04","Cell01","1-590","0","3×ΔEA","1"
"MKY3519","04","Cell02","1-590","0","3×ΔEA","1"
"MKY3519","04","Cell03","1-590","0","3×ΔEA","1"
"MKY3519","04","Cell04","1-590","0","3×ΔEA","1"
"MKY3519","04","Cell05","1-590","0","3×ΔEA","1"
"MKY3519","04","Cell06","1-590","0","3×ΔEA","1"
"MKY3519","05","Cell01","1-590","0","3×ΔEA","1"
"MKY3519","05","Cell02","1-590","0","3×ΔEA","1"
"MKY3519","05","Cell03","1-590","0","3×ΔEA","1"
"MKY3519","05","Cell04","1-590","0","3×ΔEA","1"
"MKY3519","05","Cell05","1-590","0","3×ΔEA","1"
"MKY3519","05","Cell06","1-590","0","3×ΔEA","1"
"MKY3519","05","Cell07","1-590","0","3×ΔEA","1"
"MKY3519","05","Cell08","1-590","0","3×ΔEA","1"
"MKY3519","06","Cell01","1-590","0","3×ΔEA","1"
"MKY3519","06","Cell02","1-590","0","3×ΔEA","1"
"MKY3519","06","Cell03","1-590","0","3×ΔEA","1"
"MKY3519","06","Cell04","1-590","0","3×ΔEA","1"
"MKY3519","06","Cell05","1-590","0","3×ΔEA","1"
"MKY3519","06","Cell06","1-590","0","3×ΔEA","1"
"MKY3519","07","Cell01","1-590","0","3×ΔEA","1"
"MKY3519","07","Cell02","1-590","0","3×ΔEA","1"
"MKY3519","07","Cell03","1-590","0","3×ΔEA","1"
"MKY3519","07","Cell04","1-590","0","3×ΔEA","1"
"MKY3519","07","Cell05","1-590","0","3×ΔEA","1"
"MKY3519","07","Cell06","1-590","0","3×ΔEA","1"
"MKY3519","07","Cell07","1-590","0","3×ΔEA","1"
"MKY3519","08","Cell01","1-590","0","3×ΔEA","1"
"MKY3519","08","Cell02","1-590","0","3×ΔEA","1"
"MKY3519","08","Cell03","1-590","0","3×ΔEA","1"
"MKY3519","08","Cell04","1-590","0","3×ΔEA","1"
"MKY3519","08","Cell05","1-590","0","3×ΔEA","1"
"MKY3519","08","Cell06","1-590","0","3×ΔEA","1"
"MKY3519","08","Cell07","1-590","0","3×ΔEA","1"
"MKY3519","09","Cell01","1-590","0","3×ΔEA","1"
"MKY3519","09","Cell02","1-590","0","3×ΔEA","1"
"MKY3519","09","Cell03","1-590","0","3×ΔEA","1"
"MKY3519","09","Cell04","1-590","0","3×ΔEA","1"
"MKY3519","09","Cell05","1-590","0","3×ΔEA","1"
"MKY3519","09","Cell06","1-590","0","3×ΔEA","1"
"MKY3519","09","Cell07","1-590","0","3×ΔEA","1"
"MKY3547","01","Cell01","1-900","1","3×ΔEA","1"
"MKY3547","01","Cell02","1-900","0","3×ΔEA","1"
"MKY3547","01","Cell03","1-900","0","3×ΔEA","1"
"MKY3547","01","Cell04","1-900","0","3×ΔEA","1"
"MKY3547","01","Cell05","1-900","0","3×ΔEA","1"
"MKY3547","01","Cell06","1-900","1","3×ΔEA","1"
"MKY3547","01","Cell07","1-900","1","3×ΔEA","1"
"MKY3547","02","Cell01","1-900","1","3×ΔEA","1"
"MKY3547","02","Cell02","1-900","1","3×ΔEA","1"
"MKY3547","02","Cell03","1-900","1","3×ΔEA","1"
"MKY3547","02","Cell04","1-900","0","3×ΔEA","1"
"MKY3547","02","Cell05","1-900","0","3×ΔEA","1"
"MKY3547","02","Cell06","1-900","0","3×ΔEA","1"
"MKY3547","02","Cell07","1-900","1","3×ΔEA","1"
"MKY3547","02","Cell08","1-900","0","3×ΔEA","1"
"MKY3547","02","Cell09","1-900","1","3×ΔEA","1"
"MKY3547","02","Cell10","1-900","0","3×ΔEA","1"
"MKY3547","02","Cell11","1-900","0","3×ΔEA","1"
"MKY3547","02","Cell12","1-900","0","3×ΔEA","1"
"MKY3547","03","Cell01","1-900","1","3×ΔEA","1"
"MKY3547","03","Cell02","1-900","1","3×ΔEA","1"
"MKY3547","03","Cell03","1-900","1","3×ΔEA","1"
"MKY3547","03","Cell04","1-900","0","3×ΔEA","1"
"MKY3547","03","Cell05","1-900","0","3×ΔEA","1"
"MKY3547","03","Cell06","1-900","0","3×ΔEA","1"
"MKY3547","03","Cell07","1-900","0","3×ΔEA","1"
"MKY3547","03","Cell08","1-900","1","3×ΔEA","1"
"MKY3547","04","Cell01","1-900","1","3×ΔEA","1"
"MKY3547","04","Cell02","1-900","1","3×ΔEA","1"
"MKY3547","04","Cell03","1-900","0","3×ΔEA","1"
"MKY3547","04","Cell04","1-900","0","3×ΔEA","1"
"MKY3547","04","Cell05","1-900","0","3×ΔEA","1"
"MKY3547","04","Cell06","1-900","0","3×ΔEA","1"
"MKY3547","04","Cell07","1-900","0","3×ΔEA","1"
"MKY3547","04","Cell08","1-900","0","3×ΔEA","1"
"MKY3547","04","Cell09","1-900","0","3×ΔEA","1"
"MKY3547","05","Cell01","1-900","0","3×ΔEA","1"
"MKY3547","05","Cell02","1-900","1","3×ΔEA","1"
"MKY3547","05","Cell03","1-900","0","3×ΔEA","1"
"MKY3547","05","Cell04","1-900","0","3×ΔEA","1"
"MKY3547","05","Cell05","1-900","0","3×ΔEA","1"
"MKY3547","05","Cell06","1-900","0","3×ΔEA","1"
"MKY3547","05","Cell07","1-900","1","3×ΔEA","1"
"MKY3547","05","Cell08","1-900","1","3×ΔEA","1"
"MKY3547","06","Cell01","1-900","0","3×ΔEA","1"
"MKY3547","06","Cell02","1-900","0","3×ΔEA","1"
"MKY3547","06","Cell03","1-900","1","3×ΔEA","1"
"MKY3547","06","Cell04","1-900","1","3×ΔEA","1"
"MKY3547","06","Cell05","1-900","1","3×ΔEA","1"
"MKY3547","06","Cell06","1-900","1","3×ΔEA","1"
"MKY3547","06","Cell07","1-900","0","3×ΔEA","1"
"MKY3547","06","Cell08","1-900","0","3×ΔEA","1"
"MKY3547","06","Cell09","1-900","1","3×ΔEA","1"
"MKY3547","07","Cell01","1-900","1","3×ΔEA","1"
"MKY3547","07","Cell02","1-900","1","3×ΔEA","1"
"MKY3547","07","Cell03","1-900","1","3×ΔEA","1"
"MKY3547","07","Cell04","1-900","1","3×ΔEA","1"
"MKY3547","07","Cell05","1-900","1","3×ΔEA","1"
"MKY3547","07","Cell06","1-900","1","3×ΔEA","1"
"MKY3547","08","Cell01","1-900","0","3×ΔEA","1"
"MKY3547","08","Cell02","1-900","0","3×ΔEA","1"
"MKY3547","08","Cell03","1-900","0","3×ΔEA","1"
"MKY3547","08","Cell04","1-900","1","3×ΔEA","1"
"MKY3547","08","Cell05","1-900","1","3×ΔEA","1"
"MKY3547","08","Cell06","1-900","1","3×ΔEA","1"
"MKY3547","09","Cell01","1-900","0","3×ΔEA","1"
"MKY3547","09","Cell02","1-900","0","3×ΔEA","1"
"MKY3547","09","Cell03","1-900","1","3×ΔEA","1"
"MKY3547","09","Cell04","1-900","1","3×ΔEA","1"
"MKY3547","09","Cell05","1-900","1","3×ΔEA","1"
"MKY3547","09","Cell06","1-900","1","3×ΔEA","1"
"MKY3549","01","Cell01","366-1381","1","3×ΔEA","1"
"MKY3549","01","Cell02","366-1381","1","3×ΔEA","1"
"MKY3549","01","Cell03","366-1381","0","3×ΔEA","1"
"MKY3549","01","Cell04","366-1381","1","3×ΔEA","1"
"MKY3549","01","Cell05","366-1381","1","3×ΔEA","1"
"MKY3549","01","Cell06","366-1381","1","3×ΔEA","1"
"MKY3549","01","Cell07","366-1381","0","3×ΔEA","1"
"MKY3549","01","Cell08","366-1381","1","3×ΔEA","1"
"MKY3549","01","Cell09","366-1381","1","3×ΔEA","1"
"MKY3549","01","Cell10","366-1381","0","3×ΔEA","1"
"MKY3549","02","Cell01","366-1381","1","3×ΔEA","1"
"MKY3549","02","Cell02","366-1381","1","3×ΔEA","1"
"MKY3549","02","Cell03","366-1381","0","3×ΔEA","1"
"MKY3549","02","Cell04","366-1381","0","3×ΔEA","1"
"MKY3549","02","Cell05","366-1381","1","3×ΔEA","1"
"MKY3549","03","Cell01","366-1381","1","3×ΔEA","1"
"MKY3549","03","Cell02","366-1381","1","3×ΔEA","1"
"MKY3549","03","Cell03","366-1381","1","3×ΔEA","1"
"MKY3549","03","Cell04","366-1381","1","3×ΔEA","1"
"MKY3549","03","Cell05","366-1381","0","3×ΔEA","1"
"MKY3549","04","Cell01","366-1381","1","3×ΔEA","1"
"MKY3549","04","Cell02","366-1381","1","3×ΔEA","1"
"MKY3549","04","Cell03","366-1381","0","3×ΔEA","1"
"MKY3549","04","Cell04","366-1381","1","3×ΔEA","1"
"MKY3549","04","Cell05","366-1381","1","3×ΔEA","1"
"MKY3549","04","Cell06","366-1381","1","3×ΔEA","1"
"MKY3549","04","Cell07","366-1381","0","3×ΔEA","1"
"MKY3549","05","Cell01","366-1381","1","3×ΔEA","1"
"MKY3549","05","Cell02","366-1381","0","3×ΔEA","1"
"MKY3549","05","Cell03","366-1381","1","3×ΔEA","1"
"MKY3549","05","Cell04","366-1381","1","3×ΔEA","1"
"MKY3549","05","Cell05","366-1381","1","3×ΔEA","1"
"MKY3549","05","Cell06","366-1381","1","3×ΔEA","1"
"MKY3549","06","Cell01","366-1381","1","3×ΔEA","1"
"MKY3549","06","Cell02","366-1381","1","3×ΔEA","1"
"MKY3549","06","Cell03","366-1381","1","3×ΔEA","1"
"MKY3549","06","Cell04","366-1381","0","3×ΔEA","1"
"MKY3549","06","Cell05","366-1381","1","3×ΔEA","1"
"MKY3549","06","Cell06","366-1381","0","3×ΔEA","1"
"MKY3549","07","Cell01","366-1381","0","3×ΔEA","1"
"MKY3549","07","Cell02","366-1381","0","3×ΔEA","1"
"MKY3549","07","Cell03","366-1381","0","3×ΔEA","1"
"MKY3549","07","Cell04","366-1381","1","3×ΔEA","1"
"MKY3549","07","Cell05","366-1381","0","3×ΔEA","1"
"MKY3549","07","Cell06","366-1381","1","3×ΔEA","1"
"MKY3549","07","Cell07","366-1381","0","3×ΔEA","1"
"MKY3549","07","Cell08","366-1381","1","3×ΔEA","1"
"MKY3549","08","Cell01","366-1381","1","3×ΔEA","1"
"MKY3549","08","Cell02","366-1381","1","3×ΔEA","1"
"MKY3549","08","Cell03","366-1381","0","3×ΔEA","1"
"MKY3549","08","Cell04","366-1381","0","3×ΔEA","1"
"MKY3549","08","Cell05","366-1381","1","3×ΔEA","1"
"MKY3549","08","Cell06","366-1381","1","3×ΔEA","1"
"MKY3549","09","Cell01","366-1381","1","3×ΔEA","1"
"MKY3549","09","Cell02","366-1381","1","3×ΔEA","1"
"MKY3549","09","Cell03","366-1381","1","3×ΔEA","1"
"MKY3549","09","Cell04","366-1381","0","3×ΔEA","1"
"MKY3549","09","Cell05","366-1381","1","3×ΔEA","1"
"MKY3549","09","Cell06","366-1381","1","3×ΔEA","1"
"MKY3549","09","Cell07","366-1381","1","3×ΔEA","1"
"MKY3549","09","Cell08","366-1381","1","3×ΔEA","1"
"MKY3551","01","Cell01","591-1381","0","3×ΔEA","1"
"MKY3551","01","Cell02","591-1381","0","3×ΔEA","1"
"MKY3551","01","Cell03","591-1381","0","3×ΔEA","1"
"MKY3551","01","Cell04","591-1381","0","3×ΔEA","1"
"MKY3551","01","Cell05","591-1381","0","3×ΔEA","1"
"MKY3551","01","Cell06","591-1381","0","3×ΔEA","1"
"MKY3551","01","Cell07","591-1381","0","3×ΔEA","1"
"MKY3551","01","Cell08","591-1381","0","3×ΔEA","1"
"MKY3551","01","Cell09","591-1381","0","3×ΔEA","1"
"MKY3551","01","Cell10","591-1381","0","3×ΔEA","1"
"MKY3551","02","Cell01","591-1381","0","3×ΔEA","1"
"MKY3551","02","Cell02","591-1381","0","3×ΔEA","1"
"MKY3551","02","Cell03","591-1381","0","3×ΔEA","1"
"MKY3551","02","Cell04","591-1381","0","3×ΔEA","1"
"MKY3551","03","Cell01","591-1381","0","3×ΔEA","1"
"MKY3551","03","Cell02","591-1381","0","3×ΔEA","1"
"MKY3551","03","Cell03","591-1381","0","3×ΔEA","1"
"MKY3551","03","Cell04","591-1381","0","3×ΔEA","1"
"MKY3551","03","Cell05","591-1381","0","3×ΔEA","1"
"MKY3551","03","Cell06","591-1381","0","3×ΔEA","1"
"MKY3551","04","Cell01","591-1381","0","3×ΔEA","1"
"MKY3551","04","Cell02","591-1381","0","3×ΔEA","1"
"MKY3551","04","Cell03","591-1381","0","3×ΔEA","1"
"MKY3551","04","Cell04","591-1381","0","3×ΔEA","1"
"MKY3551","04","Cell05","591-1381","0","3×ΔEA","1"
"MKY3551","04","Cell06","591-1381","0","3×ΔEA","1"
"MKY3551","04","Cell07","591-1381","0","3×ΔEA","1"
"MKY3551","05","Cell01","591-1381","0","3×ΔEA","1"
"MKY3551","05","Cell02","591-1381","0","3×ΔEA","1"
"MKY3551","05","Cell03","591-1381","0","3×ΔEA","1"
"MKY3551","05","Cell04","591-1381","0","3×ΔEA","1"
"MKY3551","05","Cell05","591-1381","0","3×ΔEA","1"
"MKY3551","05","Cell06","591-1381","0","3×ΔEA","1"
"MKY3551","05","Cell07","591-1381","0","3×ΔEA","1"
"MKY3551","06","Cell01","591-1381","0","3×ΔEA","1"
"MKY3551","06","Cell02","591-1381","0","3×ΔEA","1"
"MKY3551","06","Cell03","591-1381","0","3×ΔEA","1"
"MKY3551","06","Cell04","591-1381","0","3×ΔEA","1"
"MKY3551","06","Cell05","591-1381","0","3×ΔEA","1"
"MKY3551","07","Cell01","591-1381","0","3×ΔEA","1"
"MKY3551","07","Cell02","591-1381","0","3×ΔEA","1"
"MKY3551","07","Cell03","591-1381","0","3×ΔEA","1"
"MKY3551","07","Cell04","591-1381","0","3×ΔEA","1"
"MKY3551","07","Cell05","591-1381","0","3×ΔEA","1"
"MKY3551","07","Cell06","591-1381","0","3×ΔEA","1"
"MKY3551","07","Cell07","591-1381","0","3×ΔEA","1"
"MKY3551","07","Cell08","591-1381","0","3×ΔEA","1"
"MKY3551","08","Cell01","591-1381","0","3×ΔEA","1"
"MKY3551","08","Cell02","591-1381","0","3×ΔEA","1"
"MKY3551","08","Cell03","591-1381","0","3×ΔEA","1"
"MKY3551","08","Cell04","591-1381","1","3×ΔEA","1"
"MKY3551","08","Cell05","591-1381","0","3×ΔEA","1"
"MKY3551","08","Cell06","591-1381","0","3×ΔEA","1"
"MKY3551","08","Cell07","591-1381","0","3×ΔEA","1"
"MKY3551","08","Cell08","591-1381","0","3×ΔEA","1"
"MKY3551","09","Cell01","591-1381","0","3×ΔEA","1"
"MKY3551","09","Cell02","591-1381","0","3×ΔEA","1"
"MKY3551","09","Cell03","591-1381","0","3×ΔEA","1"
"MKY3551","09","Cell04","591-1381","0","3×ΔEA","1"
"MKY3551","09","Cell05","591-1381","0","3×ΔEA","1"
"MKY3551","09","Cell06","591-1381","0","3×ΔEA","1"
"MKY3551","09","Cell07","591-1381","0","3×ΔEA","1"
"MKY3553","01","Cell01","366-900","1","3×ΔEA","1"
"MKY3553","01","Cell02","366-900","1","3×ΔEA","1"
"MKY3553","01","Cell03","366-900","1","3×ΔEA","1"
"MKY3553","01","Cell04","366-900","1","3×ΔEA","1"
"MKY3553","01","Cell05","366-900","1","3×ΔEA","1"
"MKY3553","02","Cell01","366-900","1","3×ΔEA","1"
"MKY3553","02","Cell02","366-900","1","3×ΔEA","1"
"MKY3553","02","Cell03","366-900","0","3×ΔEA","1"
"MKY3553","02","Cell04","366-900","1","3×ΔEA","1"
"MKY3553","02","Cell05","366-900","0","3×ΔEA","1"
"MKY3553","02","Cell06","366-900","1","3×ΔEA","1"
"MKY3553","03","Cell01","366-900","1","3×ΔEA","1"
"MKY3553","03","Cell02","366-900","1","3×ΔEA","1"
"MKY3553","03","Cell03","366-900","1","3×ΔEA","1"
"MKY3553","03","Cell04","366-900","1","3×ΔEA","1"
"MKY3553","04","Cell01","366-900","1","3×ΔEA","1"
"MKY3553","04","Cell02","366-900","1","3×ΔEA","1"
"MKY3553","04","Cell03","366-900","0","3×ΔEA","1"
"MKY3553","04","Cell04","366-900","1","3×ΔEA","1"
"MKY3553","05","Cell01","366-900","1","3×ΔEA","1"
"MKY3553","05","Cell02","366-900","1","3×ΔEA","1"
"MKY3553","05","Cell03","366-900","0","3×ΔEA","1"
"MKY3553","05","Cell04","366-900","0","3×ΔEA","1"
"MKY3553","05","Cell05","366-900","1","3×ΔEA","1"
"MKY3553","05","Cell06","366-900","1","3×ΔEA","1"
"MKY3553","06","Cell01","366-900","1","3×ΔEA","1"
"MKY3553","06","Cell02","366-900","1","3×ΔEA","1"
"MKY3553","06","Cell03","366-900","1","3×ΔEA","1"
"MKY3553","06","Cell04","366-900","1","3×ΔEA","1"
"MKY3553","07","Cell01","366-900","1","3×ΔEA","1"
"MKY3553","07","Cell02","366-900","1","3×ΔEA","1"
"MKY3553","07","Cell03","366-900","1","3×ΔEA","1"
"MKY3553","07","Cell04","366-900","1","3×ΔEA","1"
"MKY3553","07","Cell05","366-900","1","3×ΔEA","1"
"MKY3553","07","Cell06","366-900","1","3×ΔEA","1"
"MKY3553","07","Cell07","366-900","1","3×ΔEA","1"
"MKY3553","08","Cell01","366-900","1","3×ΔEA","1"
"MKY3553","08","Cell02","366-900","1","3×ΔEA","1"
"MKY3553","08","Cell03","366-900","1","3×ΔEA","1"
"MKY3553","08","Cell04","366-900","1","3×ΔEA","1"
"MKY3553","08","Cell05","366-900","1","3×ΔEA","1"
"MKY3553","09","Cell01","366-900","1","3×ΔEA","1"
"MKY3553","09","Cell02","366-900","1","3×ΔEA","1"
"MKY3553","09","Cell03","366-900","1","3×ΔEA","1"
"MKY3553","09","Cell04","366-900","1","3×ΔEA","1"
"MKY3553","09","Cell05","366-900","1","3×ΔEA","1"
"MKY3553","09","Cell06","366-900","1","3×ΔEA","1"
"MKY3553","09","Cell07","366-900","1","3×ΔEA","1"
"MKY3553","09","Cell08","366-900","1","3×ΔEA","1"
"MKY3553","09","Cell09","366-900","1","3×ΔEA","1"
"MKY3555","01","Cell01","591-900","0","3×ΔEA","1"
"MKY3555","01","Cell02","591-900","0","3×ΔEA","1"
"MKY3555","01","Cell03","591-900","1","3×ΔEA","1"
"MKY3555","01","Cell04","591-900","0","3×ΔEA","1"
"MKY3555","01","Cell05","591-900","0","3×ΔEA","1"
"MKY3555","02","Cell01","591-900","0","3×ΔEA","1"
"MKY3555","02","Cell02","591-900","0","3×ΔEA","1"
"MKY3555","02","Cell03","591-900","0","3×ΔEA","1"
"MKY3555","02","Cell04","591-900","0","3×ΔEA","1"
"MKY3555","02","Cell05","591-900","0","3×ΔEA","1"
"MKY3555","02","Cell06","591-900","0","3×ΔEA","1"
"MKY3555","02","Cell07","591-900","0","3×ΔEA","1"
"MKY3555","02","Cell08","591-900","0","3×ΔEA","1"
"MKY3555","02","Cell09","591-900","0","3×ΔEA","1"
"MKY3555","02","Cell10","591-900","0","3×ΔEA","1"
"MKY3555","03","Cell01","591-900","0","3×ΔEA","1"
"MKY3555","03","Cell02","591-900","0","3×ΔEA","1"
"MKY3555","03","Cell03","591-900","0","3×ΔEA","1"
"MKY3555","03","Cell04","591-900","0","3×ΔEA","1"
"MKY3555","03","Cell05","591-900","0","3×ΔEA","1"
"MKY3555","04","Cell01","591-900","0","3×ΔEA","1"
"MKY3555","04","Cell02","591-900","0","3×ΔEA","1"
"MKY3555","04","Cell03","591-900","0","3×ΔEA","1"
"MKY3555","04","Cell04","591-900","0","3×ΔEA","1"
"MKY3555","04","Cell05","591-900","0","3×ΔEA","1"
"MKY3555","04","Cell06","591-900","0","3×ΔEA","1"
"MKY3555","04","Cell07","591-900","0","3×ΔEA","1"
"MKY3555","05","Cell01","591-900","0","3×ΔEA","1"
"MKY3555","05","Cell02","591-900","0","3×ΔEA","1"
"MKY3555","05","Cell03","591-900","0","3×ΔEA","1"
"MKY3555","05","Cell04","591-900","0","3×ΔEA","1"
"MKY3555","05","Cell05","591-900","0","3×ΔEA","1"
"MKY3555","05","Cell06","591-900","0","3×ΔEA","1"
"MKY3555","05","Cell07","591-900","0","3×ΔEA","1"
"MKY3555","06","Cell01","591-900","0","3×ΔEA","1"
"MKY3555","06","Cell02","591-900","0","3×ΔEA","1"
"MKY3555","06","Cell03","591-900","0","3×ΔEA","1"
"MKY3555","06","Cell04","591-900","0","3×ΔEA","1"
"MKY3555","06","Cell05","591-900","0","3×ΔEA","1"
"MKY3555","06","Cell06","591-900","0","3×ΔEA","1"
"MKY3555","06","Cell07","591-900","0","3×ΔEA","1"
"MKY3555","06","Cell08","591-900","0","3×ΔEA","1"
"MKY3555","07","Cell01","591-900","0","3×ΔEA","1"
"MKY3555","07","Cell02","591-900","0","3×ΔEA","1"
"MKY3555","07","Cell03","591-900","0","3×ΔEA","1"
"MKY3555","07","Cell04","591-900","0","3×ΔEA","1"
"MKY3555","08","Cell01","591-900","0","3×ΔEA","1"
"MKY3555","08","Cell02","591-900","0","3×ΔEA","1"
"MKY3555","08","Cell03","591-900","0","3×ΔEA","1"
"MKY3555","08","Cell04","591-900","0","3×ΔEA","1"
"MKY3555","08","Cell05","591-900","0","3×ΔEA","1"
"MKY3555","09","Cell01","591-900","0","3×ΔEA","1"
"MKY3555","09","Cell02","591-900","0","3×ΔEA","1"
"MKY3555","09","Cell03","591-900","0","3×ΔEA","1"
"MKY3555","09","Cell04","591-900","0","3×ΔEA","1"
"MKY3555","09","Cell05","591-900","0","3×ΔEA","1"
"MKY3555","09","Cell06","591-900","0","3×ΔEA","1"
"MKY3550","02","Cell05","591-1381","0","wt","1"
"MKY3550","06","Cell03","591-1381","0","wt","1"
"MKY3550","04","Cell07","591-1381","0","wt","1"
"MKY3546","09","Cell01","1-900","0","wt","1"
"MKY3552","04","Cell06","366-900","0","wt","1"
"MKY3552","08","Cell01","366-900","0","wt","1"
"MKY3546","06","Cell01","1-900","0","wt","1"
"MKY3552","03","Cell05","366-900","0","wt","1"
"MKY3554","04","Cell04","591-900","0","wt","1"
"MKY3552","07","Cell07","366-900","1","wt","1"
"MKY3546","03","Cell05","1-900","0","wt","1"
"MKY4083","08","Cell03","1-590","0","wt","1"
